----------------------------------------------------------------------------
	SCS v1.2.6 - Splitting Conic Solver
	(c) Brendan O'Donoghue, Stanford University, 2012-2016
----------------------------------------------------------------------------
Lin-sys: sparse-direct, nnz in A = 10136
eps = 1.00e-04, alpha = 1.80, max_iters = 50000, normalize = 1, scale = 5.00
Variables n = 756, constraints m = 2533
Cones:	primal zero / dual free vars: 372
	linear vars: 757
	soc vars: 312, soc blks: 12
	sd vars: 1092, sd blks: 12
Setup time: 1.98e-03s
----------------------------------------------------------------------------
 Iter | pri res | dua res | rel gap | pri obj | dua obj | kap/tau | time (s)
----------------------------------------------------------------------------
     0|      inf       inf      -nan      -inf      -inf       inf  1.09e-03 
   100| 3.47e-03  4.12e-02  4.35e-03 -1.80e-01 -1.74e-01  0.00e+00  5.41e-02 
   200| 5.61e-03  2.35e-02  4.73e-03 -1.91e-01 -1.84e-01  2.41e-16  1.04e-01 
   300| 5.48e-03  1.43e-02  6.59e-03 -1.93e-01 -1.84e-01  2.48e-16  1.54e-01 
   400| 2.83e-03  9.09e-03  5.58e-03 -1.91e-01 -1.84e-01  2.54e-16  2.03e-01 
   500| 4.21e-04  6.56e-03  2.86e-03 -1.88e-01 -1.84e-01  0.00e+00  2.53e-01 
   600| 3.83e-04  5.36e-03  1.92e-03 -1.88e-01 -1.85e-01  2.60e-16  3.02e-01 
   700| 2.28e-04  4.17e-03  2.05e-03 -1.88e-01 -1.86e-01  2.62e-16  3.51e-01 
   800| 1.36e-04  4.48e-03  2.14e-03 -1.89e-01 -1.86e-01  0.00e+00  3.98e-01 
   900| 1.88e-04  3.60e-03  2.02e-03 -1.89e-01 -1.86e-01  2.67e-16  4.36e-01 
  1000| 1.57e-04  3.82e-03  1.91e-03 -1.89e-01 -1.86e-01  2.69e-16  4.75e-01 
  1100| 1.51e-04  3.19e-03  1.87e-03 -1.89e-01 -1.86e-01  2.71e-16  5.14e-01 
  1200| 1.29e-04  3.12e-03  1.83e-03 -1.89e-01 -1.86e-01  2.73e-16  5.53e-01 
  1300| 1.44e-04  2.79e-03  1.79e-03 -1.89e-01 -1.86e-01  0.00e+00  5.91e-01 
  1400| 1.38e-04  2.66e-03  1.74e-03 -1.89e-01 -1.87e-01  0.00e+00  6.30e-01 
  1500| 1.25e-04  2.55e-03  1.71e-03 -1.89e-01 -1.87e-01  0.00e+00  6.67e-01 
  1600| 1.17e-04  2.41e-03  1.68e-03 -1.89e-01 -1.87e-01  0.00e+00  7.05e-01 
  1700| 1.16e-04  2.36e-03  1.65e-03 -1.89e-01 -1.87e-01  0.00e+00  7.43e-01 
  1800| 1.19e-04  2.21e-03  1.61e-03 -1.89e-01 -1.87e-01  0.00e+00  7.80e-01 
  1900| 1.11e-04  2.16e-03  1.59e-03 -1.89e-01 -1.87e-01  0.00e+00  8.18e-01 
  2000| 1.08e-04  2.04e-03  1.56e-03 -1.89e-01 -1.87e-01  0.00e+00  8.57e-01 
  2100| 1.08e-04  1.99e-03  1.54e-03 -1.89e-01 -1.87e-01  0.00e+00  8.95e-01 
  2200| 1.10e-04  1.91e-03  1.51e-03 -1.89e-01 -1.87e-01  0.00e+00  9.33e-01 
