numerics/lpfeastol = 1e-07
presolving:
(round 1, fast)       1128 del vars, 1692 del conss, 0 add conss, 2156 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 188 clqs
(round 2, fast)       1128 del vars, 1692 del conss, 0 add conss, 2620 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 188 clqs
(round 3, exhaustive) 1128 del vars, 1692 del conss, 0 add conss, 2620 chg bounds, 0 chg sides, 0 chg coeffs, 753 upgd conss, 0 impls, 188 clqs
   (0.1s) probing: 51/564 (9.0%) - 0 fixings, 0 aggregations, 0 implications, 0 bound changes
   (0.1s) probing aborted: 50/50 successive totally useless probings
presolving (4 rounds: 4 fast, 2 medium, 2 exhaustive):
 1128 deleted vars, 1692 deleted constraints, 0 added constraints, 2620 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 376 implications, 188 cliques
presolved problem has 1549 variables (564 bin, 0 int, 0 impl, 985 cont) and 1219 constraints
    376 constraints of type <varbound>
      1 constraints of type <knapsack>
    188 constraints of type <setppc>
     90 constraints of type <linear>
    188 constraints of type <logicor>
    376 constraints of type <quadratic>
Presolving Time: 0.06
numerics/lpfeastol = 1e-07

  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |   188 |     - |  16M| 0.000000e+00 |      --      |    Inf 

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

      1 |     0 |   203 |     - |  16M| 0.000000e+00 |      --      |    Inf 
      1 |     0 |   246 |     - |  16M| 0.000000e+00 |      --      |    Inf 
      1 |     0 |   313 |     - |  16M| 0.000000e+00 |      --      |    Inf 
      1 |     0 |   440 |     - |  16M| 0.000000e+00 |      --      |    Inf 
      1 |     0 |   604 |     - |  16M| 0.000000e+00 |      --      |    Inf 
      1 |     0 |   785 |     - |  16M| 0.000000e+00 |      --      |    Inf 
      1 |     0 |  1994 |     - |  16M| 0.000000e+00 |      --      |    Inf 
      1 |     0 |  2216 |     - |  16M| 0.000000e+00 |      --      |    Inf 
      1 |     2 |  2216 |     - |  16M| 0.000000e+00 |      --      |    Inf 
    100 |   101 |195150 |1958.4 |  36M| 0.000000e+00 |      --      |    Inf 
    200 |   201 |412421 |2066.1 |  49M| 0.000000e+00 |      --      |    Inf 
    300 |   281 |628411 |2097.5 |  57M| 9.964759e-02 |      --      |    Inf 
    400 |   351 |731182 |1829.4 |  63M| 5.119706e-01 |      --      |    Inf 
    500 |   399 |868636 |1738.2 |  70M| 5.119706e-01 |      --      |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
    600 |   453 |952808 |1588.5 |  75M| 5.119706e-01 |      --      |    Inf 
    700 |   509 |  1080k|1544.0 |  80M| 5.119706e-01 |      --      |    Inf 
    800 |   609 |  1515k|1894.5 |  88M| 5.119706e-01 |      --      |    Inf 
    900 |   685 |  1845k|2051.0 |  97M| 9.012296e-01 |      --      |    Inf 
   1000 |   765 |  2215k|2216.7 | 104M| 9.013439e-01 |      --      |    Inf 
   1100 |   823 |  2456k|2234.2 | 109M| 9.013439e-01 |      --      |    Inf 
   1200 |   865 |  2609k|2175.5 | 112M| 9.013439e-01 |      --      |    Inf 
   1300 |   905 |  2713k|2087.6 | 114M| 9.013439e-01 |      --      |    Inf 
   1400 |   947 |  2928k|2092.4 | 120M| 9.013439e-01 |      --      |    Inf 
   1500 |   979 |  2982k|1989.0 | 122M| 9.013439e-01 |      --      |    Inf 
   1600 |  1011 |  3032k|1895.7 | 124M| 9.013439e-01 |      --      |    Inf 
   1700 |  1065 |  3275k|1927.1 | 130M| 9.034583e-01 |      --      |    Inf 
   1800 |  1101 |  3321k|1845.4 | 132M| 9.034583e-01 |      --      |    Inf 
   1900 |  1147 |  3498k|1841.6 | 135M| 9.038867e-01 |      --      |    Inf 
   2000 |  1221 |  3853k|1926.8 | 142M| 9.038867e-01 |      --      |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   2100 |  1279 |  4110k|1957.8 | 148M| 9.038960e-01 |      --      |    Inf 
   2200 |  1329 |  4336k|1971.6 | 153M| 9.038960e-01 |      --      |    Inf 
   2300 |  1373 |  4577k|1990.6 | 156M| 9.038960e-01 |      --      |    Inf 
   2400 |  1415 |  4700k|1958.7 | 160M| 9.040188e-01 |      --      |    Inf 
   2500 |  1477 |  4994k|1998.2 | 164M| 9.040188e-01 |      --      |    Inf 
   2600 |  1537 |  5269k|2026.9 | 170M| 9.041107e-01 |      --      |    Inf 
   2700 |  1587 |  5474k|2027.9 | 175M| 9.043602e-01 |      --      |    Inf 
   2800 |  1635 |  5644k|2016.2 | 178M| 9.043602e-01 |      --      |    Inf 
   2900 |  1689 |  5842k|2014.8 | 181M| 9.046604e-01 |      --      |    Inf 
