WARNING: Method definition require(Symbol) in module Base at loading.jl:345 overwritten in module ConicBenchmarkUtilities at /home/ubuntu/.julia/v0.5/Requires/src/require.jl:12.
Bonmin 1.8.2 using Cbc 2.9.8 and Ipopt 3.12.1
bonmin: bonmin.algorithm="B-BB"
bonmin.time_limit=3600.0
halt_on_ampl_error=yes
bonmin.allowable_fraction_gap=1.0e-5
bonmin.oa_log_level=1
bonmin.bb_log_level=1


******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I             1         OPT -0.12462932       21 0.92
NLP0014I             2         OPT -0.12340491       19 0.776
NLP0014I             3         OPT -0.12462932       17 0.716
NLP0014I             4         OPT -0.12384833       18 0.752
NLP0014I             5         OPT -0.12462932       17 0.664
NLP0014I             6         OPT -0.12272894       20 0.816
NLP0014I             7         OPT -0.12462932       18 0.7
NLP0014I             8         OPT -0.12374613       21 0.884
NLP0014I             9         OPT -0.12462932       18 0.724
NLP0014I            10         OPT -0.12453153       21 0.896
NLP0014I            11         OPT -0.12462932       18 0.744
NLP0014I            12         OPT -0.1226637       17 0.7
NLP0014I            13         OPT -0.12462932       18 0.72
NLP0014I            14         OPT -0.12396598       20 0.796
NLP0014I            15         OPT -0.12462932       18 0.74
NLP0014I            16         OPT -0.12372975       20 0.848
NLP0014I            17         OPT -0.12462932       18 0.724
NLP0014I            18         OPT -0.1239587       20 0.84
NLP0014I            19         OPT -0.12462932       18 0.7
NLP0014I            20         OPT -0.12333592       21 0.872
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I            21         OPT -0.12462932       18 0.712
NLP0014I            22         OPT -0.12440571       21 0.88
NLP0014I            23         OPT -0.12462932       18 0.74
NLP0014I            24         OPT -0.12430086       21 0.836
NLP0014I            25         OPT -0.12462932       18 0.72
NLP0014I            26         OPT -0.12201377       19 0.744
NLP0014I            27         OPT -0.12462932       18 0.72
NLP0014I            28         OPT -0.12456471       21 0.86
NLP0014I            29         OPT -0.12462932       18 0.756
NLP0014I            30         OPT -0.12421268       21 0.864
NLP0014I            31         OPT -0.12462932       18 0.72
NLP0014I            32         OPT -0.12358617       21 0.844
NLP0014I            33         OPT -0.12462932       18 0.708
NLP0014I            34         OPT -0.12329248       21 0.872
NLP0014I            35         OPT -0.12462932       18 0.72
NLP0014I            36         OPT -0.12305545       21 0.872
NLP0014I            37         OPT -0.12462932       18 0.712
NLP0014I            38         OPT -0.12435654       19 0.712
NLP0014I            39         OPT -0.12462932       18 0.708
NLP0014I            40         OPT -0.1233637       21 0.864
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I            41         OPT -0.12462932       18 0.7
NLP0014I            42         OPT -0.1244837       21 0.844
NLP0014I            43         OPT -0.12462932       18 0.684
NLP0014I            44         OPT -0.12460118       20 0.796
NLP0014I            45         OPT -0.12462932       18 0.72
NLP0014I            46         OPT -0.12392879       21 0.888
NLP0014I            47         OPT -0.12462932       18 0.704
NLP0014I            48         OPT -0.124572       20 0.812
NLP0014I            49         OPT -0.12462932       18 0.712
NLP0014I            50         OPT -0.12434177       21 0.872
NLP0014I            51         OPT -0.12462932       18 0.724
NLP0014I            52         OPT -0.12402145       19 0.752
NLP0014I            53         OPT -0.12462932       18 0.704
NLP0014I            54         OPT -0.12447218       21 0.876
NLP0014I            55         OPT -0.12462932       18 0.704
NLP0014I            56         OPT -0.12441634       21 0.86
NLP0014I            57         OPT -0.12462932       18 0.708
