solver,instance,status,objval_reported,objbound,solvertime,totaltime,filename,objval_solution,max_linear_violation,max_soc_violation,max_socrot_violation,validator_status,validator_objval
PAJ_NEW_MSD_CPLEX_MOSEK_eprhs7,clay0204h.cbf,Optimal,6545,6545,4.981681108,4.984230042,PAJ_NEW_MSD_CPLEX_MOSEK_eprhs7.clay0204h.txt,6545,2.73E-12,0.01191432,0,Optimal,6545
PAJ_NEW_MSD_CPLEX_MOSEK_nopass,clay0203h.cbf,Optimal,41573.20056,41573.20056,0.432148933,0.433295012,PAJ_NEW_MSD_CPLEX_MOSEK_nopass.clay0203h.txt,41573.20056,5.68E-14,0.011637077,0,Optimal,41573.26171
PAJ_NEW_MSD_CPLEX_MOSEK_noscale,clay0303h.cbf,Optimal,26669.00662,26669.00662,0.76799798,0.769924879,PAJ_NEW_MSD_CPLEX_MOSEK_noscale.clay0303h.txt,26669.00662,1.82E-12,0.01124227,0,Optimal,26669.10293
PAJ_NEW_MSD_CPLEX_MOSEK_nopass,clay0204h.cbf,Optimal,6545,6545,7.669646025,7.671463966,PAJ_NEW_MSD_CPLEX_MOSEK_nopass.clay0204h.txt,6545,1.61E-10,0.010559671,0,Optimal,6545
PAJ_NEW_MSD_CPLEX_MOSEK_noprimsocdisagg_primmaxviolonly,clay0303m.cbf,Optimal,26669.10957,26669.10957,1.748157024,1.749152899,PAJ_NEW_MSD_CPLEX_MOSEK_noprimsocdisagg_primmaxviolonly.clay0303m.txt,26669.10957,0,0.010086711,0,Optimal,26669.10992
PAJ_NEW_MSD_CPLEX_MOSEK_nopass,clay0205m.cbf,Optimal,8092.5,8092.5,113.2618499,113.263365,PAJ_NEW_MSD_CPLEX_MOSEK_nopass.clay0205m.txt,8092.5,0,0.009943463,0,Optimal,8092.500005
PAJ_NEW_MSD_CPLEX_MOSEK_primmaxviolonly,clay0305h.cbf,Optimal,8092.5,8092.5,36.53885102,36.54309702,PAJ_NEW_MSD_CPLEX_MOSEK_primmaxviolonly.clay0305h.txt,8092.5,5.20E-12,0.009823404,0,Optimal,8092.504434
PAJ_NEW_MSD_CPLEX_MOSEK_eprhs8,clay0205m.cbf,Optimal,8092.5,8092.5,24.36131406,24.36277008,PAJ_NEW_MSD_CPLEX_MOSEK_eprhs8.clay0205m.txt,8092.5,0,0.009268906,0,Optimal,8092.50008
PAJ_NEW_MSD_CPLEX_MOSEK_noscale,clay0205h.cbf,Optimal,8092.5,8092.5,34.81999397,34.82271385,PAJ_NEW_MSD_CPLEX_MOSEK_noscale.clay0205h.txt,8092.5,2.73E-12,0.008939452,0,Optimal,8092.500001
PAJ_NEW_MSD_CPLEX_MOSEK_nopass,clay0205h.cbf,Optimal,8092.5,8092.5,41.18758392,41.1903379,PAJ_NEW_MSD_CPLEX_MOSEK_nopass.clay0205h.txt,8092.5,2.73E-12,0.008933678,0,Optimal,8092.500003
