solver,instance,status,objval_reported,objbound,solvertime,totaltime,filename,objval_solution,max_linear_violation,max_soc_violation,max_socrot_violation,validator_status,validator_objval
PAJ_CPLEX_MOSEK,10_0_5_w.cbf,Optimal,1.9568712667572217e6,1.956871266849297e6,2.578545093536377,2.6155331134796143,PAJ_CPLEX_MOSEK.10_0_5_w.txt,1.9568712667572217e6,1.2612167665793095e-7,0.0,4.5222701139380206e-9,Optimal,1.9568712662657667e6
PAJ_CPLEX_MOSEK,achtziger_stolpe06-6.1flowc.cbf,Optimal,1.8563406197022236,1.8563401865571945,0.12869906425476074,0.1628718376159668,PAJ_CPLEX_MOSEK.achtziger_stolpe06-6.1flowc.txt,1.8563406197022236,5.388171686604437e-9,0.0,1.966971733163533e-9,Optimal,1.8563402243785947
PAJ_CPLEX_MOSEK,ck_n50_m10_o1_5.cbf,Optimal,19331.000000000407,19331.00000000041,0.13480305671691895,0.16851186752319336,PAJ_CPLEX_MOSEK.ck_n50_m10_o1_5.txt,19331.000000000407,9.947598300641403e-13,0.0,0.0,Optimal,19331.0
PAJ_CPLEX_MOSEK,classical_20_0.cbf,Optimal,-0.08229515392303179,-0.08229515379115777,0.10131597518920898,0.24318504333496094,PAJ_CPLEX_MOSEK.classical_20_0.txt,-0.08229515392303179,1.6568951766160467e-9,1.2499030699331115e-9,0.0,Optimal,-0.0822951539216543
PAJ_CPLEX_MOSEK,clay0203h.cbf,Optimal,41573.2620016876,41573.26251199213,2.7436139583587646,2.8876547813415527,PAJ_CPLEX_MOSEK.clay0203h.txt,41573.2620016876,5.012339507279673e-9,2.7675923774950206e-9,0.0,Optimal,41573.240556750214
PAJ_CPLEX_MOSEK,estein4_A.cbf,Optimal,0.8013655009982504,0.8013654957004344,0.06643199920654297,0.06691193580627441,PAJ_CPLEX_MOSEK.estein4_A.txt,0.8013655009982504,1.3967960121874512e-9,0.0,0.0,Optimal,0.801365500997161
PAJ_CPLEX_MOSEK_noabslift,10_0_5_w.cbf,Optimal,1.956871266780846e6,1.9568712668494738e6,3.3984110355377197,3.437633991241455,PAJ_CPLEX_MOSEK_noabslift.10_0_5_w.txt,1.956871266780846e6,1.1447650649643037e-7,0.0,4.095285888183753e-9,Optimal,1.9568712662657667e6
PAJ_CPLEX_MOSEK_noabslift,achtziger_stolpe06-6.1flowc.cbf,Optimal,1.8563406198747103,1.8563401865548248,0.13981199264526367,0.17674994468688965,PAJ_CPLEX_MOSEK_noabslift.achtziger_stolpe06-6.1flowc.txt,1.8563406198747103,5.3827015067398065e-9,0.0,1.9677483004185904e-9,Optimal,1.8563402244992748
PAJ_CPLEX_MOSEK_noabslift,ck_n50_m10_o1_5.cbf,Optimal,19331.0,19331.0,0.14011597633361816,0.1750330924987793,PAJ_CPLEX_MOSEK_noabslift.ck_n50_m10_o1_5.txt,19331.0,0.0,0.0,0.0,Optimal,19331.0
PAJ_CPLEX_MOSEK_noabslift,classical_20_0.cbf,Optimal,-0.08229515392303179,-0.08229515379115776,0.11487507820129395,0.2645878791809082,PAJ_CPLEX_MOSEK_noabslift.classical_20_0.txt,-0.08229515392303179,1.6568951766160467e-9,1.2499030699331115e-9,0.0,Optimal,-0.0822951539216543
PAJ_CPLEX_MOSEK_noabslift,clay0203h.cbf,Optimal,41573.26102165066,41573.26247616797,3.0260870456695557,3.1763079166412354,PAJ_CPLEX_MOSEK_noabslift.clay0203h.txt,41573.26102165066,1.4512689680660813e-8,2.5713234208524227e-8,0.0,Optimal,41573.246204639756
PAJ_CPLEX_MOSEK_noabslift,estein4_A.cbf,Optimal,0.8013655009982504,0.8013654946461914,0.057086944580078125,0.05753016471862793,PAJ_CPLEX_MOSEK_noabslift.estein4_A.txt,0.8013655009982504,1.3967960121874512e-9,0.0,0.0,Optimal,0.801365500997161
PAJ_CPLEX_MOSEK_noabslift,pp-n10-d10.cbf,Optimal,72.48127970704196,72.48127643977733,0.1133871078491211,0.14795207977294922,PAJ_CPLEX_MOSEK_noabslift.pp-n10-d10.txt,72.48127970704196,0.0,0.0,0.0,Optimal,72.48127653570282
PAJ_CPLEX_MOSEK_noabslift,sssd-weak-15-4.cbf,Optimal,327997.8088596934,327997.9175949036,14.911157131195068,14.945686101913452,PAJ_CPLEX_MOSEK_noabslift.sssd-weak-15-4.txt,327997.8088596934,0.0,0.0,7.768897347659731e-8,Optimal,327997.6899675544
PAJ_CPLEX_MOSEK_noabslift,tls2.cbf,Optimal,5.3,5.300000000000001,0.03473496437072754,0.18416094779968262,PAJ_CPLEX_MOSEK_noabslift.tls2.txt,5.3,0.0,0.0,0.0,Optimal,5.3
PAJ_CPLEX_MOSEK_noabslift,uflquad-nopsc-10-100.cbf,Optimal,540.2877138217715,540.2874850313631,26.71755599975586,26.767847061157227,PAJ_CPLEX_MOSEK_noabslift.uflquad-nopsc-10-100.txt,540.2877138217715,1.5167798794735177e-8,0.0,0.0,Optimal,540.2875210691132
PAJ_CPLEX_MOSEK_noscale,10_0_5_w.cbf,Optimal,1.956871266780846e6,1.9568712670035965e6,3.8560400009155273,3.8930468559265137,PAJ_CPLEX_MOSEK_noscale.10_0_5_w.txt,1.956871266780846e6,1.1447650649643037e-7,0.0,4.095285888183753e-9,Optimal,1.9568712662657667e6
PAJ_CPLEX_MOSEK_noscale,achtziger_stolpe06-6.1flowc.cbf,Optimal,1.8563406198747103,1.8563401865548244,0.1360468864440918,0.1695880889892578,PAJ_CPLEX_MOSEK_noscale.achtziger_stolpe06-6.1flowc.txt,1.8563406198747103,5.3827015067398065e-9,0.0,1.9677483004185904e-9,Optimal,1.8563402244992748
