----------------------------------------------------------------------------
	SCS v1.2.6 - Splitting Conic Solver
	(c) Brendan O'Donoghue, Stanford University, 2012-2016
----------------------------------------------------------------------------
Lin-sys: sparse-direct, nnz in A = 13500
eps = 1.00e-04, alpha = 1.80, max_iters = 50000, normalize = 1, scale = 5.00
Variables n = 1320, constraints m = 2845
Cones:	primal zero / dual free vars: 480
	linear vars: 973
	soc vars: 312, soc blks: 12
	exp vars: 1080, dual exp vars: 0
Setup time: 2.41e-03s
----------------------------------------------------------------------------
 Iter | pri res | dua res | rel gap | pri obj | dua obj | kap/tau | time (s)
----------------------------------------------------------------------------
     0|      inf       inf      -nan      -inf      -inf       inf  4.83e-03 
   100| 2.03e-03  1.01e-03  9.91e-03 -2.56e-01 -2.41e-01  0.00e+00  1.60e+00 
   200| 1.64e-03  2.45e-04  6.90e-03 -2.46e-01 -2.36e-01  1.63e-15  3.31e+00 
   300| 1.55e-03  7.08e-05  7.34e-03 -2.45e-01 -2.34e-01  1.64e-15  5.02e+00 
   400| 1.56e-03  4.47e-05  7.52e-03 -2.43e-01 -2.32e-01  1.65e-15  6.72e+00 
   500| 1.55e-03  3.62e-05  7.99e-03 -2.42e-01 -2.30e-01  1.66e-15  8.42e+00 
   600| 1.54e-03  3.44e-05  8.54e-03 -2.41e-01 -2.28e-01  3.33e-15  1.01e+01 
   700| 6.27e-04  1.74e-04  1.38e-02 -2.47e-01 -2.27e-01  1.67e-15  1.18e+01 
   800| 7.12e-04  7.89e-05  1.13e-02 -2.42e-01 -2.26e-01  1.68e-15  1.35e+01 
   900| 6.64e-04  4.18e-05  1.05e-02 -2.40e-01 -2.25e-01  0.00e+00  1.52e+01 
  1000| 6.86e-04  4.48e-05  9.85e-03 -2.39e-01 -2.24e-01  0.00e+00  1.69e+01 
  1100| 6.42e-04  4.13e-05  9.64e-03 -2.38e-01 -2.23e-01  1.71e-15  1.86e+01 
  1200| 6.06e-04  3.69e-05  9.42e-03 -2.37e-01 -2.23e-01  0.00e+00  2.04e+01 
  1300| 5.71e-04  3.38e-05  9.22e-03 -2.36e-01 -2.22e-01  3.46e-15  2.21e+01 
  1400| 5.31e-04  3.15e-05  9.08e-03 -2.35e-01 -2.22e-01  1.74e-15  2.38e+01 
  1500| 5.07e-04  2.86e-05  8.86e-03 -2.34e-01 -2.21e-01  1.75e-15  2.55e+01 
  1600| 4.87e-04  2.66e-05  8.65e-03 -2.34e-01 -2.21e-01  1.76e-15  2.73e+01 
