presolving:
(round 1, fast)       1890 del vars, 2520 del conss, 0 add conss, 1890 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
   (0.5s) probing cycle finished: starting next cycle
presolving (2 rounds: 2 fast, 1 medium, 1 exhaustive):
 1890 deleted vars, 2520 deleted constraints, 0 added constraints, 1890 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 1260 implications, 0 cliques
presolved problem has 1891 variables (630 bin, 0 int, 0 impl, 1261 cont) and 716 constraints
     86 constraints of type <linear>
    630 constraints of type <quadratic>
Presolving Time: 0.50

  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |  1020 |     - |  19M| 0.000000e+00 |      --      |    Inf 

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

k     1 |     0 |  1020 |     - |  19M| 0.000000e+00 | 2.619757e+02 |    Inf 
      1 |     0 |  1089 |     - |  19M| 0.000000e+00 | 2.619757e+02 |    Inf 
      1 |     0 |  1089 |     - |  19M| 0.000000e+00 | 2.619757e+02 |    Inf 
      1 |     0 |  1116 |     - |  19M| 0.000000e+00 | 2.619757e+02 |    Inf 
      1 |     0 |  1212 |     - |  19M| 0.000000e+00 | 2.619757e+02 |    Inf 
      1 |     0 |  1334 |     - |  19M| 0.000000e+00 | 2.619757e+02 |    Inf 
      1 |     0 |  1564 |     - |  19M| 0.000000e+00 | 2.619757e+02 |    Inf 
      1 |     0 |  1754 |     - |  19M| 0.000000e+00 | 2.619757e+02 |    Inf 
      1 |     0 |  6772 |     - |  30M| 0.000000e+00 | 2.619757e+02 |    Inf 
      1 |     0 |  7581 |     - |  30M| 0.000000e+00 | 2.619757e+02 |    Inf 
      1 |     0 |  8299 |     - |  30M| 0.000000e+00 | 2.619757e+02 |    Inf 
      1 |     0 |  9233 |     - |  30M| 0.000000e+00 | 2.619757e+02 |    Inf 
      1 |     0 | 10122 |     - |  31M| 0.000000e+00 | 2.619757e+02 |    Inf 
      1 |     0 | 11162 |     - |  32M| 0.000000e+00 | 2.619757e+02 |    Inf 
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 | 12318 |     - |  32M| 0.000000e+00 | 2.619757e+02 |    Inf 
      1 |     0 | 13359 |     - |  32M| 0.000000e+00 | 2.619757e+02 |    Inf 
