feasible solution found by trivial heuristic after 0.0 seconds, objective value 0.000000e+00
presolving:
(round 1, fast)       1521 del vars, 1595 del conss, 10 add conss, 2384 chg bounds, 0 chg sides, 0 chg coeffs, 10 upgd conss, 0 impls, 0 clqs
(round 2, fast)       1532 del vars, 1595 del conss, 10 add conss, 2404 chg bounds, 0 chg sides, 0 chg coeffs, 10 upgd conss, 0 impls, 0 clqs
(round 3, fast)       1532 del vars, 1595 del conss, 10 add conss, 2414 chg bounds, 0 chg sides, 0 chg coeffs, 10 upgd conss, 0 impls, 0 clqs
   (0.0s) probing: 51/64 (79.7%) - 0 fixings, 0 aggregations, 0 implications, 0 bound changes
   (0.0s) probing aborted: 50/50 successive totally useless probings
presolving (4 rounds: 4 fast, 1 medium, 1 exhaustive):
 1532 deleted vars, 1595 deleted constraints, 10 added constraints, 2414 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 84 variables (64 bin, 0 int, 0 impl, 20 cont) and 30 constraints
     20 constraints of type <linear>
     10 constraints of type <abspower>
transformed objective value is always integral (scale: 1)
Presolving Time: 0.00

  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
t     1 |     0 |     0 |     - |7489k|-4.204400e+04 |-5.578000e+03 | 653.75%
      1 |     0 |    59 |     - |7576k|-3.466578e+04 |-5.578000e+03 | 521.47%
U     1 |     0 |    59 |     - |7690k|-3.466578e+04 |-1.414700e+04 | 145.04%
      1 |     0 |    73 |     - |7723k|-3.437078e+04 |-1.414700e+04 | 142.95%
      1 |     0 |    94 |     - |7761k|-3.419061e+04 |-1.414700e+04 | 141.68%
      1 |     0 |   101 |     - |7911k|-3.409280e+04 |-1.414700e+04 | 140.99%
      1 |     0 |   113 |     - |7926k|-3.403596e+04 |-1.414700e+04 | 140.59%
      1 |     0 |   141 |     - |8025k|-3.402463e+04 |-1.414700e+04 | 140.51%
      1 |     0 |   149 |     - |8068k|-3.402342e+04 |-1.414700e+04 | 140.50%
      1 |     0 |   161 |     - |8236k|-3.402080e+04 |-1.414700e+04 | 140.48%
      1 |     0 |   165 |     - |8310k|-3.402000e+04 |-1.414700e+04 | 140.48%
      1 |     2 |   294 |     - |8332k|-3.402000e+04 |-1.414700e+04 | 140.48%
q    15 |    16 |   557 |  28.0 |8743k|-3.363361e+04 |-2.891200e+04 |  16.33%

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

    100 |    99 |  1441 |  12.9 |9214k|-3.338855e+04 |-2.891200e+04 |  15.48%
    200 |   199 |  3133 |  14.9 |9285k|-3.328311e+04 |-2.891200e+04 |  15.12%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
N   215 |   213 |  3328 |  14.8 |9289k|-3.323144e+04 |-2.935200e+04 |  13.22%
    300 |   298 |  4680 |  15.1 |9713k|-3.319628e+04 |-2.935200e+04 |  13.10%
    400 |   398 |  5802 |  14.1 |9802k|-3.316415e+04 |-2.935200e+04 |  12.99%
    500 |   498 |  7692 |  15.1 |  10M|-3.313820e+04 |-2.935200e+04 |  12.90%
N   566 |   545 |  8936 |  15.5 |  10M|-3.313820e+04 |-3.038800e+04 |   9.05%
    600 |   575 |  9406 |  15.4 |  10M|-3.309410e+04 |-3.038800e+04 |   8.91%
    700 |   669 | 11081 |  15.6 |  10M|-3.305206e+04 |-3.038800e+04 |   8.77%
N   766 |   721 | 12277 |  15.8 |  10M|-3.304638e+04 |-3.062900e+04 |   7.89%
    800 |   755 | 12742 |  15.7 |  10M|-3.304000e+04 |-3.062900e+04 |   7.87%
    900 |   829 | 14345 |  15.8 |  10M|-3.304000e+04 |-3.062900e+04 |   7.87%
N   966 |   878 | 15314 |  15.7 |  10M|-3.302656e+04 |-3.078900e+04 |   7.27%
   1000 |   894 | 15758 |  15.6 |  10M|-3.302318e+04 |-3.078900e+04 |   7.26%
   1100 |   966 | 17287 |  15.6 |  11M|-3.298757e+04 |-3.078900e+04 |   7.14%
   1200 |  1036 | 18856 |  15.6 |  11M|-3.297854e+04 |-3.078900e+04 |   7.11%
   1300 |  1092 | 20357 |  15.5 |  11M|-3.295435e+04 |-3.078900e+04 |   7.03%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   1400 |  1154 | 21740 |  15.4 |  11M|-3.294872e+04 |-3.078900e+04 |   7.01%
   1500 |  1228 | 23030 |  15.3 |  11M|-3.292289e+04 |-3.078900e+04 |   6.93%
   1600 |  1300 | 24216 |  15.0 |  12M|-3.291542e+04 |-3.078900e+04 |   6.91%
   1700 |  1358 | 25677 |  15.0 |  12M|-3.289957e+04 |-3.078900e+04 |   6.85%
   1800 |  1434 | 27047 |  14.9 |  12M|-3.288083e+04 |-3.078900e+04 |   6.79%
   1900 |  1490 | 28197 |  14.8 |  12M|-3.286952e+04 |-3.078900e+04 |   6.76%
   2000 |  1552 | 29316 |  14.6 |  12M|-3.286580e+04 |-3.078900e+04 |   6.75%
   2100 |  1618 | 30804 |  14.6 |  12M|-3.284445e+04 |-3.078900e+04 |   6.68%
   2200 |  1674 | 31931 |  14.4 |  12M|-3.282955e+04 |-3.078900e+04 |   6.63%
   2300 |  1720 | 33054 |  14.3 |  13M|-3.282955e+04 |-3.078900e+04 |   6.63%
   2400 |  1776 | 34285 |  14.2 |  14M|-3.282784e+04 |-3.078900e+04 |   6.62%
   2500 |  1832 | 35683 |  14.2 |  14M|-3.281533e+04 |-3.078900e+04 |   6.58%
   2600 |  1892 | 36925 |  14.1 |  14M|-3.281533e+04 |-3.078900e+04 |   6.58%
   2700 |  1958 | 38399 |  14.2 |  14M|-3.281364e+04 |-3.078900e+04 |   6.58%
   2800 |  2034 | 39575 |  14.1 |  14M|-3.279798e+04 |-3.078900e+04 |   6.52%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   2900 |  2094 | 40579 |  13.9 |  14M|-3.279307e+04 |-3.078900e+04 |   6.51%
   3000 |  2142 | 41936 |  13.9 |  15M|-3.279307e+04 |-3.078900e+04 |   6.51%
   3100 |  2195 | 43308 |  13.9 |  15M|-3.277836e+04 |-3.078900e+04 |   6.46%
   3200 |  2241 | 44529 |  13.9 |  15M|-3.277083e+04 |-3.078900e+04 |   6.44%
   3300 |  2287 | 45810 |  13.8 |  15M|-3.276890e+04 |-3.078900e+04 |   6.43%
   3400 |  2339 | 47086 |  13.8 |  15M|-3.276436e+04 |-3.078900e+04 |   6.42%
   3500 |  2391 | 48261 |  13.7 |  15M|-3.275979e+04 |-3.078900e+04 |   6.40%
   3600 |  2451 | 49673 |  13.8 |  15M|-3.275139e+04 |-3.078900e+04 |   6.37%
   3700 |  2505 | 50808 |  13.7 |  15M|-3.274767e+04 |-3.078900e+04 |   6.36%
   3800 |  2551 | 52111 |  13.7 |  16M|-3.274752e+04 |-3.078900e+04 |   6.36%
   3900 |  2599 | 53228 |  13.6 |  16M|-3.274655e+04 |-3.078900e+04 |   6.36%
   4000 |  2643 | 54408 |  13.6 |  16M|-3.274355e+04 |-3.078900e+04 |   6.35%
   4100 |  2701 | 55752 |  13.6 |  16M|-3.273693e+04 |-3.078900e+04 |   6.33%
   4200 |  2775 | 56845 |  13.5 |  16M|-3.273257e+04 |-3.078900e+04 |   6.31%
   4300 |  2821 | 58042 |  13.5 |  16M|-3.273113e+04 |-3.078900e+04 |   6.31%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   4400 |  2885 | 59339 |  13.5 |  16M|-3.272248e+04 |-3.078900e+04 |   6.28%
   4500 |  2929 | 60621 |  13.4 |  16M|-3.272125e+04 |-3.078900e+04 |   6.28%
   4600 |  2981 | 61779 |  13.4 |  16M|-3.272016e+04 |-3.078900e+04 |   6.27%
   4700 |  3043 | 63034 |  13.4 |  17M|-3.272016e+04 |-3.078900e+04 |   6.27%
   4800 |  3113 | 64329 |  13.4 |  17M|-3.271484e+04 |-3.078900e+04 |   6.25%
   4900 |  3161 | 65612 |  13.4 |  18M|-3.271230e+04 |-3.078900e+04 |   6.25%
   5000 |  3217 | 66876 |  13.3 |  18M|-3.270611e+04 |-3.078900e+04 |   6.23%
   5100 |  3277 | 68115 |  13.3 |  18M|-3.269343e+04 |-3.078900e+04 |   6.19%
   5200 |  3347 | 69609 |  13.4 |  18M|-3.269208e+04 |-3.078900e+04 |   6.18%
   5300 |  3393 | 70792 |  13.3 |  18M|-3.268874e+04 |-3.078900e+04 |   6.17%
   5400 |  3433 | 72339 |  13.4 |  18M|-3.268749e+04 |-3.078900e+04 |   6.17%
   5500 |  3475 | 73521 |  13.3 |  19M|-3.268749e+04 |-3.078900e+04 |   6.17%
   5600 |  3523 | 74862 |  13.3 |  19M|-3.268382e+04 |-3.078900e+04 |   6.15%
   5700 |  3585 | 76060 |  13.3 |  19M|-3.267609e+04 |-3.078900e+04 |   6.13%
   5800 |  3639 | 77308 |  13.3 |  19M|-3.267552e+04 |-3.078900e+04 |   6.13%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   5900 |  3673 | 78714 |  13.3 |  19M|-3.267545e+04 |-3.078900e+04 |   6.13%
   6000 |  3719 | 79936 |  13.3 |  19M|-3.266236e+04 |-3.078900e+04 |   6.08%
   6100 |  3767 | 81282 |  13.3 |  19M|-3.266132e+04 |-3.078900e+04 |   6.08%
   6200 |  3815 | 82436 |  13.3 |  20M|-3.265046e+04 |-3.078900e+04 |   6.05%
   6300 |  3859 | 83719 |  13.3 |  20M|-3.264939e+04 |-3.078900e+04 |   6.04%
   6400 |  3911 | 85004 |  13.3 |  20M|-3.264890e+04 |-3.078900e+04 |   6.04%
   6500 |  3961 | 86338 |  13.3 |  20M|-3.264544e+04 |-3.078900e+04 |   6.03%
   6600 |  4017 | 87498 |  13.2 |  20M|-3.264100e+04 |-3.078900e+04 |   6.02%
   6700 |  4079 | 88773 |  13.2 |  20M|-3.262643e+04 |-3.078900e+04 |   5.97%
   6800 |  4137 | 90175 |  13.2 |  20M|-3.261219e+04 |-3.078900e+04 |   5.92%
   6900 |  4185 | 91298 |  13.2 |  21M|-3.261215e+04 |-3.078900e+04 |   5.92%
   7000 |  4227 | 92266 |  13.2 |  21M|-3.260974e+04 |-3.078900e+04 |   5.91%
   7100 |  4270 | 93464 |  13.1 |  21M|-3.260788e+04 |-3.078900e+04 |   5.91%
   7200 |  4309 | 94676 |  13.1 |  21M|-3.260554e+04 |-3.078900e+04 |   5.90%
   7300 |  4359 | 95814 |  13.1 |  21M|-3.260156e+04 |-3.078900e+04 |   5.89%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   7400 |  4407 | 96961 |  13.1 |  21M|-3.259670e+04 |-3.078900e+04 |   5.87%
   7500 |  4437 | 98055 |  13.1 |  21M|-3.259670e+04 |-3.078900e+04 |   5.87%
   7600 |  4479 | 99249 |  13.0 |  21M|-3.258717e+04 |-3.078900e+04 |   5.84%
   7700 |  4513 |100317 |  13.0 |  21M|-3.258703e+04 |-3.078900e+04 |   5.84%
   7800 |  4541 |101497 |  13.0 |  21M|-3.258488e+04 |-3.078900e+04 |   5.83%
   7900 |  4573 |102702 |  13.0 |  22M|-3.258416e+04 |-3.078900e+04 |   5.83%
   8000 |  4621 |103781 |  13.0 |  22M|-3.258416e+04 |-3.078900e+04 |   5.83%
   8100 |  4655 |105194 |  13.0 |  23M|-3.258416e+04 |-3.078900e+04 |   5.83%
   8200 |  4685 |106523 |  13.0 |  23M|-3.258403e+04 |-3.078900e+04 |   5.83%
   8300 |  4715 |107668 |  13.0 |  23M|-3.257808e+04 |-3.078900e+04 |   5.81%
   8400 |  4762 |109057 |  13.0 |  23M|-3.257005e+04 |-3.078900e+04 |   5.78%
   8500 |  4802 |110344 |  13.0 |  23M|-3.256838e+04 |-3.078900e+04 |   5.78%
   8600 |  4823 |111447 |  12.9 |  23M|-3.256694e+04 |-3.078900e+04 |   5.77%
   8700 |  4851 |112730 |  12.9 |  23M|-3.256610e+04 |-3.078900e+04 |   5.77%
   8800 |  4891 |113894 |  12.9 |  23M|-3.256243e+04 |-3.078900e+04 |   5.76%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   8900 |  4924 |115059 |  12.9 |  23M|-3.256176e+04 |-3.078900e+04 |   5.76%
   9000 |  4962 |116146 |  12.9 |  23M|-3.256094e+04 |-3.078900e+04 |   5.76%
   9100 |  5010 |117567 |  12.9 |  23M|-3.256087e+04 |-3.078900e+04 |   5.75%
   9200 |  5050 |119099 |  12.9 |  23M|-3.255803e+04 |-3.078900e+04 |   5.75%
   9300 |  5082 |120380 |  12.9 |  24M|-3.255796e+04 |-3.078900e+04 |   5.75%
   9400 |  5121 |121554 |  12.9 |  24M|-3.255593e+04 |-3.078900e+04 |   5.74%
   9500 |  5169 |122746 |  12.9 |  24M|-3.255411e+04 |-3.078900e+04 |   5.73%
   9600 |  5209 |124035 |  12.9 |  24M|-3.254570e+04 |-3.078900e+04 |   5.71%
   9700 |  5255 |125231 |  12.9 |  25M|-3.254355e+04 |-3.078900e+04 |   5.70%
   9800 |  5283 |126393 |  12.9 |  25M|-3.254156e+04 |-3.078900e+04 |   5.69%
   9900 |  5321 |127560 |  12.9 |  25M|-3.254048e+04 |-3.078900e+04 |   5.69%
  10000 |  5373 |128612 |  12.8 |  25M|-3.253964e+04 |-3.078900e+04 |   5.69%
  10100 |  5397 |129745 |  12.8 |  25M|-3.253839e+04 |-3.078900e+04 |   5.68%
  10200 |  5447 |130838 |  12.8 |  25M|-3.253732e+04 |-3.078900e+04 |   5.68%
  10300 |  5495 |132036 |  12.8 |  25M|-3.253400e+04 |-3.078900e+04 |   5.67%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
  10400 |  5539 |133306 |  12.8 |  25M|-3.252770e+04 |-3.078900e+04 |   5.65%
  10500 |  5581 |134526 |  12.8 |  25M|-3.252627e+04 |-3.078900e+04 |   5.64%
  10600 |  5619 |135711 |  12.8 |  25M|-3.252600e+04 |-3.078900e+04 |   5.64%
  10700 |  5653 |136780 |  12.8 |  25M|-3.252243e+04 |-3.078900e+04 |   5.63%
  10800 |  5689 |137854 |  12.8 |  25M|-3.252010e+04 |-3.078900e+04 |   5.62%
  10900 |  5707 |138925 |  12.7 |  25M|-3.251730e+04 |-3.078900e+04 |   5.61%
  11000 |  5743 |140244 |  12.7 |  26M|-3.251349e+04 |-3.078900e+04 |   5.60%
  11100 |  5765 |141421 |  12.7 |  26M|-3.251349e+04 |-3.078900e+04 |   5.60%
  11200 |  5807 |142701 |  12.7 |  26M|-3.251089e+04 |-3.078900e+04 |   5.59%
  11300 |  5854 |143710 |  12.7 |  26M|-3.250845e+04 |-3.078900e+04 |   5.58%
  11400 |  5894 |144748 |  12.7 |  26M|-3.250808e+04 |-3.078900e+04 |   5.58%
  11500 |  5934 |145929 |  12.7 |  26M|-3.250795e+04 |-3.078900e+04 |   5.58%
  11600 |  5968 |146994 |  12.7 |  26M|-3.250795e+04 |-3.078900e+04 |   5.58%
  11700 |  6002 |148299 |  12.7 |  26M|-3.250795e+04 |-3.078900e+04 |   5.58%
  11800 |  6028 |149553 |  12.7 |  28M|-3.250746e+04 |-3.078900e+04 |   5.58%
