presolving:
(round 1, fast)       18001 del vars, 18031 del conss, 0 add conss, 31530 chg bounds, 0 chg sides, 0 chg coeffs, 4500 upgd conss, 0 impls, 0 clqs
(round 2, fast)       27001 del vars, 27031 del conss, 0 add conss, 40530 chg bounds, 0 chg sides, 0 chg coeffs, 4500 upgd conss, 0 impls, 0 clqs
(round 3, exhaustive) 27001 del vars, 27031 del conss, 0 add conss, 40530 chg bounds, 0 chg sides, 0 chg coeffs, 9000 upgd conss, 0 impls, 0 clqs
   (0.3s) probing cycle finished: starting next cycle
presolving (4 rounds: 4 fast, 2 medium, 2 exhaustive):
 27001 deleted vars, 27031 deleted constraints, 0 added constraints, 40530 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 4500 implications, 0 cliques
presolved problem has 9030 variables (30 bin, 0 int, 0 impl, 9000 cont) and 9150 constraints
   4500 constraints of type <soc>
   4500 constraints of type <varbound>
    150 constraints of type <linear>
Presolving Time: 0.24

  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |  4501 |     - | 116M| 3.000000e+00 |      --      |    Inf 

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

q     1 |     0 |  4501 |     - | 121M| 3.000000e+00 | 4.127051e+03 |  Large 
      1 |     0 |  4502 |     - | 121M| 3.000000e+00 | 4.127051e+03 |  Large 
      1 |     0 |  4502 |     - | 121M| 3.000000e+00 | 4.127051e+03 |  Large 
      1 |     0 |  4587 |     - | 122M| 3.663426e+00 | 4.127051e+03 |  Large 
      1 |     0 |  5240 |     - | 122M| 6.952677e+00 | 4.127051e+03 |  Large 
      1 |     0 |  5351 |     - | 122M| 8.000000e+00 | 4.127051e+03 |  Large 
      1 |     0 |  6507 |     - | 122M| 1.953793e+01 | 4.127051e+03 |  Large 
      1 |     0 |  8563 |     - | 122M| 2.702239e+01 | 4.127051e+03 |  Large 
      1 |     0 |  9240 |     - | 123M| 3.171751e+01 | 4.127051e+03 |  Large 
      1 |     0 | 10484 |     - | 124M| 3.515494e+01 | 4.127051e+03 |  Large 
      1 |     0 | 11781 |     - | 124M| 3.898120e+01 | 4.127051e+03 |  Large 
      1 |     0 | 12766 |     - | 126M| 4.395348e+01 | 4.127051e+03 |9289.59%
      1 |     0 | 14324 |     - | 126M| 4.677786e+01 | 4.127051e+03 |8722.66%
E     1 |     0 |114642 |     - | 456M| 4.677786e+01 | 5.229938e+02 |1018.04%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |114642 |     - | 456M| 4.677786e+01 | 5.229938e+02 |1018.04%
      1 |     0 |115739 |     - | 456M| 4.890548e+01 | 5.229938e+02 | 969.40%
      1 |     2 |115739 |     - | 457M| 4.951422e+01 | 5.229938e+02 | 956.25%
    100 |    91 |276113 |2633.3 | 678M| 5.102932e+01 | 5.229938e+02 | 924.89%
    200 |   191 |758411 |3733.6 | 760M| 7.146015e+01 | 5.229938e+02 | 631.87%
C   201 |   190 |760040 |3723.1 | 762M| 7.146015e+01 | 4.978484e+02 | 596.68%
    300 |   289 |  1159k|3824.7 | 833M| 9.161187e+01 | 4.978484e+02 | 443.43%
    400 |   389 |  1677k|4165.1 | 888M| 9.568470e+01 | 4.978484e+02 | 420.30%
    500 |   489 |  2166k|4311.5 | 952M| 9.868957e+01 | 4.978484e+02 | 404.46%
    600 |   589 |  2616k|4342.5 |1044M| 1.081097e+02 | 4.978484e+02 | 360.50%
    700 |   689 |  3129k|4455.3 |1119M| 1.170000e+02 | 4.978484e+02 | 325.51%
    800 |   789 |  3482k|4338.8 |1148M| 1.186439e+02 | 4.978484e+02 | 319.62%
    900 |   889 |  3861k|4278.3 |1226M| 1.240000e+02 | 4.978484e+02 | 301.49%
   1000 |   989 |  4324k|4313.1 |1317M| 1.283445e+02 | 4.978484e+02 | 287.90%
   1100 |  1089 |  4752k|4309.9 |1347M| 1.340000e+02 | 4.978484e+02 | 271.53%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
   1200 |  1189 |  5195k|4320.3 |1446M| 1.366075e+02 | 4.978484e+02 | 264.44%
   1300 |  1289 |  5684k|4364.0 |1474M| 1.386408e+02 | 4.978484e+02 | 259.09%
   1400 |  1389 |  6128k|4369.6 |1505M| 1.400490e+02 | 4.978484e+02 | 255.48%
   1500 |  1489 |  6664k|4435.8 |1618M| 1.420000e+02 | 4.978484e+02 | 250.60%
   1600 |  1589 |  7141k|4456.6 |1646M| 1.487351e+02 | 4.978484e+02 | 234.72%
   1700 |  1689 |  7529k|4422.7 |1703M| 1.490000e+02 | 4.978484e+02 | 234.13%
   1800 |  1787 |  7967k|4420.4 |1800M| 1.521184e+02 | 4.978484e+02 | 227.28%
   1900 |  1887 |  8382k|4405.9 |1823M| 1.532553e+02 | 4.978484e+02 | 224.85%
   2000 |  1987 |  8805k|4397.1 |1890M| 1.553640e+02 | 4.978484e+02 | 220.44%
   2100 |  2087 |  9235k|4392.5 |1914M| 1.580000e+02 | 4.978484e+02 | 215.09%
   2200 |  2187 |  9602k|4359.7 |2018M| 1.610000e+02 | 4.978484e+02 | 209.22%
   2300 |  2287 |  9944k|4318.9 |2040M| 1.630000e+02 | 4.978484e+02 | 205.43%
