----------------------------------------------------------------------------
	SCS v1.2.6 - Splitting Conic Solver
	(c) Brendan O'Donoghue, Stanford University, 2012-2016
----------------------------------------------------------------------------
Lin-sys: sparse-direct, nnz in A = 244
eps = 1.00e-04, alpha = 1.80, max_iters = 50000, normalize = 1, scale = 5.00
Variables n = 58, constraints m = 175
Cones:	primal zero / dual free vars: 22
	linear vars: 49
	soc vars: 12, soc blks: 2
	sd vars: 56, sd blks: 2
	exp vars: 36, dual exp vars: 0
Setup time: 2.09e-04s
----------------------------------------------------------------------------
 Iter | pri res | dua res | rel gap | pri obj | dua obj | kap/tau | time (s)
----------------------------------------------------------------------------
     0|      inf       inf      -nan      -inf      -inf       inf  5.79e-04 
   100| 4.81e-03  6.73e-03  1.11e-02 -1.25e-01 -1.11e-01  7.11e-17  6.20e-02 
   200| 2.98e-03  3.08e-03  1.90e-02 -1.20e-01 -9.74e-02  0.00e+00  1.33e-01 
   300| 2.28e-03  2.90e-03  1.86e-02 -1.11e-01 -8.84e-02  0.00e+00  2.11e-01 
   400| 2.10e-03  3.24e-03  2.13e-02 -1.06e-01 -8.07e-02  6.68e-17  2.66e-01 
   500| 1.57e-03  3.31e-03  2.16e-02 -9.85e-02 -7.31e-02  0.00e+00  3.07e-01 
   600| 7.94e-04  2.08e-03  1.55e-02 -8.61e-02 -6.83e-02  0.00e+00  3.45e-01 
   700| 4.91e-04  1.51e-03  1.19e-02 -8.01e-02 -6.64e-02  0.00e+00  3.80e-01 
   800| 3.47e-04  1.22e-03  8.94e-03 -7.57e-02 -6.55e-02  0.00e+00  4.15e-01 
   900| 2.43e-04  1.01e-03  6.97e-03 -7.30e-02 -6.51e-02  7.62e-17  4.50e-01 
  1000| 1.87e-04  8.80e-04  5.31e-03 -7.10e-02 -6.49e-02  0.00e+00  4.85e-01 
  1100| 1.33e-04  7.85e-04  4.19e-03 -6.97e-02 -6.49e-02  0.00e+00  5.20e-01 
  1200| 1.06e-04  7.17e-04  3.23e-03 -6.86e-02 -6.49e-02  0.00e+00  5.54e-01 
  1300| 7.95e-05  6.66e-04  2.54e-03 -6.79e-02 -6.50e-02  0.00e+00  5.89e-01 
  1400| 6.48e-05  6.26e-04  1.97e-03 -6.73e-02 -6.51e-02  0.00e+00  6.24e-01 
  1500| 5.23e-05  5.95e-04  1.54e-03 -6.69e-02 -6.51e-02  0.00e+00  6.59e-01 
  1600| 4.51e-05  5.70e-04  1.20e-03 -6.65e-02 -6.52e-02  0.00e+00  6.93e-01 
  1700| 4.02e-05  5.50e-04  9.43e-04 -6.63e-02 -6.52e-02  0.00e+00  7.28e-01 
  1800| 3.74e-05  5.33e-04  7.37e-04 -6.61e-02 -6.53e-02  0.00e+00  7.63e-01 
  1900| 3.59e-05  5.18e-04  5.77e-04 -6.60e-02 -6.53e-02  0.00e+00  7.97e-01 
  2000| 3.51e-05  5.06e-04  4.52e-04 -6.59e-02 -6.54e-02  0.00e+00  8.32e-01 
  2100| 3.47e-05  4.95e-04  3.54e-04 -6.58e-02 -6.54e-02  0.00e+00  8.67e-01 
  2200| 3.45e-05  4.85e-04  2.78e-04 -6.58e-02 -6.55e-02  0.00e+00  9.01e-01 
  2300| 3.44e-05  4.76e-04  2.19e-04 -6.57e-02 -6.55e-02  0.00e+00  9.36e-01 
  2400| 3.44e-05  4.68e-04  1.72e-04 -6.57e-02 -6.55e-02  0.00e+00  9.71e-01 
  2500| 3.43e-05  4.60e-04  1.36e-04 -6.57e-02 -6.55e-02  0.00e+00  1.01e+00 
  2600| 3.42e-05  4.54e-04  1.08e-04 -6.57e-02 -6.56e-02  0.00e+00  1.04e+00 
  2700| 3.41e-05  4.47e-04  8.59e-05 -6.57e-02 -6.56e-02  0.00e+00  1.07e+00 
  2800| 3.40e-05  4.41e-04  6.88e-05 -6.57e-02 -6.56e-02  0.00e+00  1.11e+00 
  2900| 3.38e-05  4.35e-04  5.55e-05 -6.57e-02 -6.56e-02  0.00e+00  1.14e+00 
  3000| 3.36e-05  4.29e-04  4.52e-05 -6.57e-02 -6.56e-02  0.00e+00  1.18e+00 
  3100| 3.34e-05  4.24e-04  3.72e-05 -6.57e-02 -6.57e-02  0.00e+00  1.21e+00 
  3200| 3.32e-05  4.19e-04  3.10e-05 -6.57e-02 -6.57e-02  0.00e+00  1.25e+00 
  3300| 3.30e-05  4.14e-04  2.62e-05 -6.57e-02 -6.57e-02  0.00e+00  1.28e+00 
  3400| 3.28e-05  4.09e-04  2.25e-05 -6.57e-02 -6.57e-02  0.00e+00  1.32e+00 
  3500| 3.26e-05  4.05e-04  1.97e-05 -6.58e-02 -6.57e-02  0.00e+00  1.35e+00 
  3600| 3.24e-05  4.00e-04  1.76e-05 -6.58e-02 -6.57e-02  0.00e+00  1.39e+00 
  3700| 3.21e-05  3.96e-04  1.59e-05 -6.58e-02 -6.58e-02  0.00e+00  1.42e+00 
  3800| 3.19e-05  3.91e-04  1.47e-05 -6.58e-02 -6.58e-02  0.00e+00  1.46e+00 
  3900| 3.17e-05  3.87e-04  1.38e-05 -6.58e-02 -6.58e-02  0.00e+00  1.49e+00 
  4000| 3.15e-05  3.83e-04  1.31e-05 -6.58e-02 -6.58e-02  0.00e+00  1.53e+00 
  4100| 3.13e-05  3.79e-04  1.26e-05 -6.58e-02 -6.58e-02  0.00e+00  1.56e+00 
  4200| 3.11e-05  3.76e-04  1.23e-05 -6.58e-02 -6.58e-02  0.00e+00  1.60e+00 
  4300| 3.09e-05  3.72e-04  1.21e-05 -6.59e-02 -6.58e-02  0.00e+00  1.63e+00 
  4400| 3.07e-05  3.68e-04  1.20e-05 -6.59e-02 -6.59e-02  0.00e+00  1.67e+00 
  4500| 3.05e-05  3.65e-04  1.19e-05 -6.59e-02 -6.59e-02  0.00e+00  1.71e+00 
  4600| 3.03e-05  3.61e-04  1.19e-05 -6.59e-02 -6.59e-02  0.00e+00  1.74e+00 
  4700| 3.01e-05  3.58e-04  1.19e-05 -6.59e-02 -6.59e-02  0.00e+00  1.78e+00 
  4800| 2.99e-05  3.55e-04  1.19e-05 -6.59e-02 -6.59e-02  0.00e+00  1.81e+00 
  4900| 2.97e-05  3.52e-04  1.20e-05 -6.59e-02 -6.59e-02  0.00e+00  1.85e+00 
  5000| 2.95e-05  3.48e-04  1.21e-05 -6.59e-02 -6.59e-02  0.00e+00  1.88e+00 
  5100| 2.94e-05  3.45e-04  1.22e-05 -6.60e-02 -6.59e-02  0.00e+00  1.92e+00 
  5200| 2.92e-05  3.42e-04  1.23e-05 -6.60e-02 -6.60e-02  0.00e+00  1.95e+00 
  5300| 2.90e-05  3.39e-04  1.24e-05 -6.60e-02 -6.60e-02  0.00e+00  1.99e+00 
  5400| 2.89e-05  3.36e-04  1.25e-05 -6.60e-02 -6.60e-02  0.00e+00  2.02e+00 
  5500| 2.87e-05  3.34e-04  1.27e-05 -6.60e-02 -6.60e-02  0.00e+00  2.06e+00 
  5600| 2.85e-05  3.31e-04  1.28e-05 -6.60e-02 -6.60e-02  0.00e+00  2.09e+00 
  5700| 2.84e-05  3.28e-04  1.29e-05 -6.60e-02 -6.60e-02  0.00e+00  2.13e+00 
  5800| 2.82e-05  3.25e-04  1.30e-05 -6.60e-02 -6.60e-02  0.00e+00  2.16e+00 
  5900| 2.81e-05  3.23e-04  1.31e-05 -6.60e-02 -6.60e-02  0.00e+00  2.20e+00 
  6000| 2.79e-05  3.20e-04  1.32e-05 -6.60e-02 -6.60e-02  0.00e+00  2.23e+00 
  6100| 2.78e-05  3.18e-04  1.33e-05 -6.61e-02 -6.60e-02  0.00e+00  2.27e+00 
  6200| 2.76e-05  3.15e-04  1.34e-05 -6.61e-02 -6.61e-02  0.00e+00  2.30e+00 
  6300| 2.75e-05  3.13e-04  1.35e-05 -6.61e-02 -6.61e-02  0.00e+00  2.34e+00 
  6400| 2.74e-05  3.11e-04  1.36e-05 -6.61e-02 -6.61e-02  0.00e+00  2.37e+00 
  6500| 2.72e-05  3.08e-04  1.37e-05 -6.61e-02 -6.61e-02  0.00e+00  2.41e+00 
  6600| 2.71e-05  3.06e-04  1.38e-05 -6.61e-02 -6.61e-02  0.00e+00  2.44e+00 
  6700| 2.70e-05  3.04e-04  1.39e-05 -6.61e-02 -6.61e-02  0.00e+00  2.48e+00 
  6800| 2.68e-05  3.01e-04  1.40e-05 -6.61e-02 -6.61e-02  0.00e+00  2.51e+00 
  6900| 2.67e-05  2.99e-04  1.41e-05 -6.61e-02 -6.61e-02  0.00e+00  2.55e+00 
  7000| 2.66e-05  2.97e-04  1.42e-05 -6.61e-02 -6.61e-02  0.00e+00  2.58e+00 
  7100| 2.65e-05  2.95e-04  1.42e-05 -6.62e-02 -6.61e-02  0.00e+00  2.62e+00 
  7200| 2.64e-05  2.93e-04  1.43e-05 -6.62e-02 -6.61e-02  0.00e+00  2.65e+00 
  7300| 2.62e-05  2.91e-04  1.44e-05 -6.62e-02 -6.62e-02  0.00e+00  2.69e+00 
  7400| 2.61e-05  2.89e-04  1.45e-05 -6.62e-02 -6.62e-02  0.00e+00  2.72e+00 
  7500| 2.60e-05  2.87e-04  1.45e-05 -6.62e-02 -6.62e-02  0.00e+00  2.76e+00 
  7600| 2.59e-05  2.85e-04  1.46e-05 -6.62e-02 -6.62e-02  0.00e+00  2.79e+00 
  7700| 2.58e-05  2.83e-04  1.47e-05 -6.62e-02 -6.62e-02  0.00e+00  2.83e+00 
  7800| 2.57e-05  2.81e-04  1.47e-05 -6.62e-02 -6.62e-02  0.00e+00  2.86e+00 
  7900| 2.56e-05  2.80e-04  1.48e-05 -6.62e-02 -6.62e-02  0.00e+00  2.90e+00 
  8000| 2.55e-05  2.78e-04  1.49e-05 -6.62e-02 -6.62e-02  0.00e+00  2.94e+00 
